spell damage,hit chance,crit chance,number of mages,simulations,dps per mage
750,97,30,5,3000,984.44
750,97,30,6,3000,966.63
750,97,30,7,3000,944.82
750,97,30,8,3000,923.23
750,97,30,9,3000,904.90
750,97,35,1,3000,949.38
750,97,35,2,3000,1036.23
750,97,35,3,3000,1054.33
750,97,35,4,3000,1041.20
750,97,35,5,3000,1025.82
750,97,35,6,3000,996.01
750,97,35,7,3000,966.59
750,97,35,8,3000,944.11
750,97,35,9,3000,924.74
750,97,40,1,3000,1006.74
750,97,40,2,3000,1100.68
750,97,40,3,3000,1113.65
750,97,40,4,3000,1087.26
750,97,40,5,3000,1057.26
750,97,40,6,3000,1019.03
750,97,40,7,3000,988.24
750,97,40,8,3000,963.15
750,97,40,9,3000,941.86
750,97,45,1,3000,1068.07
750,97,45,2,3000,1172.36
750,97,45,3,3000,1169.52
750,97,45,4,3000,1123.44
750,97,45,5,3000,1081.02
750,97,45,6,3000,1041.31
750,97,45,7,3000,1008.61
750,97,45,8,3000,981.38
750,97,45,9,3000,959.60
750,97,50,1,3000,1140.35
750,97,50,2,3000,1242.39
750,97,50,3,3000,1220.60
750,97,50,4,3000,1155.12
750,97,50,5,3000,1106.06
750,97,50,6,3000,1062.85
750,97,50,7,3000,1028.20
750,97,50,8,3000,999.07
750,97,50,9,3000,976.39
750,97,55,1,3000,1216.25
750,97,55,2,3000,1312.31
750,97,55,3,3000,1265.76
750,97,55,4,3000,1185.55
750,97,55,5,3000,1130.19
750,97,55,6,3000,1083.24
750,97,55,7,3000,1046.09
750,97,55,8,3000,1015.92
750,97,55,9,3000,991.88
750,97,60,1,3000,1303.48
750,97,60,2,3000,1381.20
750,97,60,3,3000,1303.91
750,97,60,4,3000,1211.65
750,97,60,5,3000,1151.56
750,97,60,6,3000,1102.48
750,97,60,7,3000,1063.57
750,97,60,8,3000,1032.43
750,97,60,9,3000,1006.97
750,97,65,1,3000,1392.83
750,97,65,2,3000,1448.00
750,97,65,3,3000,1334.68
750,97,65,4,3000,1237.65
750,97,65,5,3000,1172.47
750,97,65,6,3000,1120.51
750,97,65,7,3000,1079.52
750,97,65,8,3000,1048.03
750,97,65,9,3000,1023.09
750,97,70,1,3000,1498.28
750,97,70,2,3000,1508.19
750,97,70,3,3000,1370.22
750,97,70,4,3000,1261.61
750,97,70,5,3000,1191.45
750,97,70,6,3000,1137.63
750,97,70,7,3000,1096.35
750,97,70,8,3000,1063.76
750,97,70,9,3000,1037.89
750,99,10,1,3000,743.27
750,99,10,2,3000,784.19
750,99,10,3,3000,793.97
750,99,10,4,3000,791.17
750,99,10,5,3000,792.04
750,99,10,6,3000,791.34
750,99,10,7,3000,788.48
750,99,10,8,3000,787.13
750,99,10,9,3000,786.33
750,99,15,1,3000,781.68
750,99,15,2,3000,827.96
750,99,15,3,3000,840.94
750,99,15,4,3000,844.15
750,99,15,5,3000,845.61
750,99,15,6,3000,844.11
750,99,15,7,3000,841.75
750,99,15,8,3000,837.69
750,99,15,9,3000,834.34
750,99,20,1,3000,822.63
750,99,20,2,3000,878.20
750,99,20,3,3000,895.60
750,99,20,4,3000,897.25
750,99,20,5,3000,901.70
750,99,20,6,3000,899.25
750,99,20,7,3000,890.50
750,99,20,8,3000,882.55
750,99,20,9,3000,873.52
750,99,25,1,3000,868.13
750,99,25,2,3000,932.77
750,99,25,3,3000,954.53
750,99,25,4,3000,957.13
750,99,25,5,3000,955.57
750,99,25,6,3000,945.48
750,99,25,7,3000,931.58
750,99,25,8,3000,916.11
750,99,25,9,3000,900.93
750,99,30,1,3000,917.59
750,99,30,2,3000,993.93
750,99,30,3,3000,1015.09
750,99,30,4,3000,1012.46
750,99,30,5,3000,1003.57
750,99,30,6,3000,984.88
750,99,30,7,3000,962.26
750,99,30,8,3000,939.81
750,99,30,9,3000,921.69
750,99,35,1,3000,971.69
750,99,35,2,3000,1058.24
750,99,35,3,3000,1077.77
750,99,35,4,3000,1062.20
750,99,35,5,3000,1044.08
750,99,35,6,3000,1014.21
750,99,35,7,3000,983.57
750,99,35,8,3000,960.90
750,99,35,9,3000,940.75
750,99,40,1,3000,1032.27
750,99,40,2,3000,1128.31
750,99,40,3,3000,1135.86
750,99,40,4,3000,1107.00
750,99,40,5,3000,1076.74
750,99,40,6,3000,1036.63
750,99,40,7,3000,1005.73
750,99,40,8,3000,980.09
750,99,40,9,3000,958.77
750,99,45,1,3000,1099.00
750,99,45,2,3000,1200.97
750,99,45,3,3000,1192.89
750,99,45,4,3000,1144.79
750,99,45,5,3000,1101.35
750,99,45,6,3000,1059.55
750,99,45,7,3000,1025.23
750,99,45,8,3000,998.41
750,99,45,9,3000,975.99
750,99,50,1,3000,1170.72
750,99,50,2,3000,1272.40
750,99,50,3,3000,1244.13
750,99,50,4,3000,1174.90
750,99,50,5,3000,1126.67
750,99,50,6,3000,1080.82
750,99,50,7,3000,1045.24
750,99,50,8,3000,1016.36
750,99,50,9,3000,992.21
750,99,55,1,3000,1252.57
750,99,55,2,3000,1344.73
750,99,55,3,3000,1289.95
750,99,55,4,3000,1205.32
750,99,55,5,3000,1149.69
750,99,55,6,3000,1102.12
750,99,55,7,3000,1063.44
750,99,55,8,3000,1033.47
750,99,55,9,3000,1009.44
750,99,60,1,3000,1341.42
750,99,60,2,3000,1415.63
750,99,60,3,3000,1324.86
750,99,60,4,3000,1232.76
750,99,60,5,3000,1172.59
750,99,60,6,3000,1121.18
750,99,60,7,3000,1080.35
750,99,60,8,3000,1049.47
750,99,60,9,3000,1024.83
750,99,65,1,3000,1441.20
750,99,65,2,3000,1479.60
750,99,65,3,3000,1359.76
750,99,65,4,3000,1257.84
750,99,65,5,3000,1192.36
750,99,65,6,3000,1138.40
750,99,65,7,3000,1097.62
750,99,65,8,3000,1065.80
750,99,65,9,3000,1041.41
750,99,70,1,3000,1551.34
750,99,70,2,3000,1539.49
750,99,70,3,3000,1392.95
750,99,70,4,3000,1280.86
750,99,70,5,3000,1211.77
750,99,70,6,3000,1155.72
750,99,70,7,3000,1114.04
750,99,70,8,3000,1081.50
750,99,70,9,3000,1054.84
800,89,10,1,3000,688.05
800,89,10,2,3000,730.65
800,89,10,3,3000,742.89
800,89,10,4,3000,744.70
800,89,10,5,3000,740.57
800,89,10,6,3000,740.79
800,89,10,7,3000,738.92
800,89,10,8,3000,737.32
800,89,10,9,3000,735.34
800,89,15,1,3000,723.15
800,89,15,2,3000,770.45
800,89,15,3,3000,785.74
800,89,15,4,3000,788.29
800,89,15,5,3000,788.14
800,89,15,6,3000,789.83
800,89,15,7,3000,786.84
800,89,15,8,3000,783.17
800,89,15,9,3000,780.60
800,89,20,1,3000,758.94
800,89,20,2,3000,813.14
800,89,20,3,3000,832.88
800,89,20,4,3000,837.02
800,89,20,5,3000,839.43
800,89,20,6,3000,839.33
800,89,20,7,3000,834.47
800,89,20,8,3000,826.86
800,89,20,9,3000,819.01
800,89,25,1,3000,797.62
800,89,25,2,3000,862.57
800,89,25,3,3000,885.70
800,89,25,4,3000,889.63
800,89,25,5,3000,889.03
800,89,25,6,3000,883.36
800,89,25,7,3000,873.41
800,89,25,8,3000,861.34
800,89,25,9,3000,848.56
800,89,30,1,3000,841.79
800,89,30,2,3000,914.84
800,89,30,3,3000,941.81
800,89,30,4,3000,942.76
800,89,30,5,3000,934.69
800,89,30,6,3000,921.59
800,89,30,7,3000,904.78
800,89,30,8,3000,888.30
800,89,30,9,3000,868.62
800,89,35,1,3000,887.24
800,89,35,2,3000,973.55
800,89,35,3,3000,997.18
800,89,35,4,3000,991.50
800,89,35,5,3000,976.01
800,89,35,6,3000,954.82
800,89,35,7,3000,930.19
800,89,35,8,3000,907.53
800,89,35,9,3000,889.85
800,89,40,1,3000,938.62
800,89,40,2,3000,1033.54
800,89,40,3,3000,1055.05
800,89,40,4,3000,1035.22
800,89,40,5,3000,1010.09
800,89,40,6,3000,980.91
800,89,40,7,3000,951.62
800,89,40,8,3000,927.16
800,89,40,9,3000,907.25
800,89,45,1,3000,993.96
800,89,45,2,3000,1098.02
800,89,45,3,3000,1109.78
800,89,45,4,3000,1077.11
800,89,45,5,3000,1038.49
800,89,45,6,3000,1001.21
800,89,45,7,3000,971.38
800,89,45,8,3000,945.21
800,89,45,9,3000,923.05
800,89,50,1,3000,1052.90
800,89,50,2,3000,1165.56
800,89,50,3,3000,1160.27
800,89,50,4,3000,1111.39
800,89,50,5,3000,1061.11
800,89,50,6,3000,1022.72
800,89,50,7,3000,990.25
800,89,50,8,3000,963.33
800,89,50,9,3000,938.77
800,89,55,1,3000,1121.87
800,89,55,2,3000,1233.26
800,89,55,3,3000,1207.54
800,89,55,4,3000,1140.77
800,89,55,5,3000,1084.51
800,89,55,6,3000,1043.28
800,89,55,7,3000,1008.49
800,89,55,8,3000,978.74
800,89,55,9,3000,955.43
800,89,60,1,3000,1192.82
800,89,60,2,3000,1297.97
800,89,60,3,3000,1249.51
800,89,60,4,3000,1168.05
800,89,60,5,3000,1105.31
800,89,60,6,3000,1063.34
800,89,60,7,3000,1025.16
800,89,60,8,3000,995.07
800,89,60,9,3000,970.87
800,89,65,1,3000,1274.18
800,89,65,2,3000,1362.37
800,89,65,3,3000,1284.04
800,89,65,4,3000,1193.88
800,89,65,5,3000,1127.41
800,89,65,6,3000,1080.43
800,89,65,7,3000,1041.73
800,89,65,8,3000,1011.12
800,89,65,9,3000,984.45
800,89,70,1,3000,1362.20
800,89,70,2,3000,1423.90
800,89,70,3,3000,1316.79
800,89,70,4,3000,1218.92
800,89,70,5,3000,1147.05
800,89,70,6,3000,1097.56
800,89,70,7,3000,1057.09
800,89,70,8,3000,1025.30
800,89,70,9,3000,999.56
800,91,10,1,3000,705.11
800,91,10,2,3000,746.26
800,91,10,3,3000,759.74
800,91,10,4,3000,757.92
800,91,10,5,3000,758.09
800,91,10,6,3000,757.09
800,91,10,7,3000,755.28
800,91,10,8,3000,753.15
800,91,10,9,3000,749.94
800,91,15,1,3000,739.53
800,91,15,2,3000,788.63
800,91,15,3,3000,804.18
800,91,15,4,3000,806.40
800,91,15,5,3000,806.85
800,91,15,6,3000,804.96
800,91,15,7,3000,802.60
800,91,15,8,3000,800.60
800,91,15,9,3000,797.07
800,91,20,1,3000,777.22
800,91,20,2,3000,832.56
800,91,20,3,3000,852.59
800,91,20,4,3000,856.53
800,91,20,5,3000,857.14
800,91,20,6,3000,857.21
800,91,20,7,3000,851.04
800,91,20,8,3000,845.19
800,91,20,9,3000,836.63
800,91,25,1,3000,818.65
800,91,25,2,3000,882.75
800,91,25,3,3000,904.53
800,91,25,4,3000,908.89
800,91,25,5,3000,909.88
800,91,25,6,3000,902.77
800,91,25,7,3000,890.82
800,91,25,8,3000,878.57
800,91,25,9,3000,864.55
800,91,30,1,3000,861.13
800,91,30,2,3000,937.99
800,91,30,3,3000,962.24
800,91,30,4,3000,963.10
800,91,30,5,3000,955.74
800,91,30,6,3000,941.87
800,91,30,7,3000,923.90
800,91,30,8,3000,903.87
800,91,30,9,3000,886.22
800,91,35,1,3000,911.58
800,91,35,2,3000,998.42
800,91,35,3,3000,1022.91
800,91,35,4,3000,1014.11
800,91,35,5,3000,996.80
800,91,35,6,3000,973.91
800,91,35,7,3000,946.88
800,91,35,8,3000,925.14
800,91,35,9,3000,906.13
800,91,40,1,3000,963.72
800,91,40,2,3000,1060.29
800,91,40,3,3000,1078.80
800,91,40,4,3000,1058.67
800,91,40,5,3000,1031.93
800,91,40,6,3000,998.41
800,91,40,7,3000,969.44
800,91,40,8,3000,945.32
800,91,40,9,3000,923.48
800,91,45,1,3000,1020.99
800,91,45,2,3000,1125.86
800,91,45,3,3000,1133.53
800,91,45,4,3000,1099.95
800,91,45,5,3000,1059.28
800,91,45,6,3000,1021.61
800,91,45,7,3000,989.44
800,91,45,8,3000,962.95
800,91,45,9,3000,941.07
800,91,50,1,3000,1085.06
800,91,50,2,3000,1195.72
800,91,50,3,3000,1185.09
800,91,50,4,3000,1133.35
800,91,50,5,3000,1082.60
800,91,50,6,3000,1042.30
800,91,50,7,3000,1008.62
800,91,50,8,3000,979.93
800,91,50,9,3000,958.22
800,91,55,1,3000,1154.37
800,91,55,2,3000,1263.68
800,91,55,3,3000,1232.05
800,91,55,4,3000,1161.04
800,91,55,5,3000,1106.67
800,91,55,6,3000,1062.55
800,91,55,7,3000,1026.60
800,91,55,8,3000,997.51
800,91,55,9,3000,973.39
800,91,60,1,3000,1232.89
800,91,60,2,3000,1330.81
800,91,60,3,3000,1274.70
800,91,60,4,3000,1189.82
800,91,60,5,3000,1127.44
800,91,60,6,3000,1082.42
800,91,60,7,3000,1044.70
800,91,60,8,3000,1012.89
800,91,60,9,3000,988.65
800,91,65,1,3000,1314.60
800,91,65,2,3000,1398.82
800,91,65,3,3000,1309.62
800,91,65,4,3000,1215.82
800,91,65,5,3000,1148.75
800,91,65,6,3000,1100.33
800,91,65,7,3000,1059.32
800,91,65,8,3000,1028.96
800,91,65,9,3000,1003.67
800,91,70,1,3000,1408.06
800,91,70,2,3000,1460.00
800,91,70,3,3000,1341.49
800,91,70,4,3000,1239.41
800,91,70,5,3000,1168.50
800,91,70,6,3000,1118.17
800,91,70,7,3000,1076.99
800,91,70,8,3000,1043.86
800,91,70,9,3000,1017.93
800,93,10,1,3000,720.30
800,93,10,2,3000,763.68
800,93,10,3,3000,774.89
800,93,10,4,3000,773.18
800,93,10,5,3000,773.07
800,93,10,6,3000,772.32
800,93,10,7,3000,770.63
800,93,10,8,3000,767.61
800,93,10,9,3000,765.30
800,93,15,1,3000,755.45
800,93,15,2,3000,805.78
800,93,15,3,3000,819.10
800,93,15,4,3000,821.51
800,93,15,5,3000,823.47
800,93,15,6,3000,823.17
800,93,15,7,3000,820.55
800,93,15,8,3000,817.95
800,93,15,9,3000,814.03
800,93,20,1,3000,794.76
800,93,20,2,3000,852.53
800,93,20,3,3000,870.32
800,93,20,4,3000,873.79
800,93,20,5,3000,877.11
800,93,20,6,3000,874.70
800,93,20,7,3000,868.59
800,93,20,8,3000,861.67
800,93,20,9,3000,854.41
800,93,25,1,3000,839.35
800,93,25,2,3000,903.06
800,93,25,3,3000,927.74
800,93,25,4,3000,928.46
800,93,25,5,3000,929.96
800,93,25,6,3000,921.92
800,93,25,7,3000,909.13
800,93,25,8,3000,895.86
800,93,25,9,3000,881.81
800,93,30,1,3000,883.88
800,93,30,2,3000,959.83
800,93,30,3,3000,986.16
800,93,30,4,3000,984.32
800,93,30,5,3000,976.16
800,93,30,6,3000,960.62
800,93,30,7,3000,942.45
800,93,30,8,3000,921.90
800,93,30,9,3000,902.49
800,93,35,1,3000,934.13
800,93,35,2,3000,1020.93
800,93,35,3,3000,1046.06
800,93,35,4,3000,1034.37
800,93,35,5,3000,1017.98
800,93,35,6,3000,991.77
800,93,35,7,3000,965.25
800,93,35,8,3000,942.50
800,93,35,9,3000,923.06
800,93,40,1,3000,989.41
800,93,40,2,3000,1088.14
800,93,40,3,3000,1104.66
800,93,40,4,3000,1080.08
800,93,40,5,3000,1052.76
800,93,40,6,3000,1017.46
800,93,40,7,3000,987.46
800,93,40,8,3000,962.07
800,93,40,9,3000,940.73
800,93,45,1,3000,1051.43
800,93,45,2,3000,1155.06
800,93,45,3,3000,1161.84
800,93,45,4,3000,1121.10
800,93,45,5,3000,1078.42
800,93,45,6,3000,1041.11
800,93,45,7,3000,1007.15
800,93,45,8,3000,980.69
800,93,45,9,3000,957.87
800,93,50,1,3000,1115.06
800,93,50,2,3000,1223.64
800,93,50,3,3000,1213.65
800,93,50,4,3000,1155.27
800,93,50,5,3000,1104.03
800,93,50,6,3000,1062.02
800,93,50,7,3000,1026.97
800,93,50,8,3000,998.42
800,93,50,9,3000,974.09
800,93,55,1,3000,1189.20
800,93,55,2,3000,1295.12
800,93,55,3,3000,1259.30
800,93,55,4,3000,1183.42
800,93,55,5,3000,1127.86
800,93,55,6,3000,1083.13
800,93,55,7,3000,1045.00
800,93,55,8,3000,1014.67
800,93,55,9,3000,990.00
800,93,60,1,3000,1267.64
800,93,60,2,3000,1363.30
800,93,60,3,3000,1298.91
800,93,60,4,3000,1211.95
800,93,60,5,3000,1149.11
800,93,60,6,3000,1102.66
800,93,60,7,3000,1063.36
800,93,60,8,3000,1032.17
800,93,60,9,3000,1006.28
800,93,65,1,3000,1357.42
800,93,65,2,3000,1431.61
800,93,65,3,3000,1332.04
800,93,65,4,3000,1237.22
800,93,65,5,3000,1170.53
800,93,65,6,3000,1119.93
800,93,65,7,3000,1079.69
800,93,65,8,3000,1046.97
800,93,65,9,3000,1021.18
800,93,70,1,3000,1455.90
800,93,70,2,3000,1495.20
800,93,70,3,3000,1366.96
800,93,70,4,3000,1261.60
800,93,70,5,3000,1189.43
800,93,70,6,3000,1137.58
800,93,70,7,3000,1095.30
800,93,70,8,3000,1062.74
800,93,70,9,3000,1037.85
800,95,10,1,3000,736.89
800,95,10,2,3000,779.64
800,95,10,3,3000,791.04
800,95,10,4,3000,789.50
800,95,10,5,3000,788.50
800,95,10,6,3000,787.12
800,95,10,7,3000,785.58
800,95,10,8,3000,784.16
800,95,10,9,3000,782.40
800,95,15,1,3000,773.44
800,95,15,2,3000,823.80
800,95,15,3,3000,836.58
800,95,15,4,3000,840.06
800,95,15,5,3000,840.41
800,95,15,6,3000,840.12
800,95,15,7,3000,837.39
800,95,15,8,3000,833.79
800,95,15,9,3000,830.31
800,95,20,1,3000,814.94
800,95,20,2,3000,871.54
800,95,20,3,3000,888.90
800,95,20,4,3000,892.93
800,95,20,5,3000,896.48
800,95,20,6,3000,893.03
800,95,20,7,3000,886.68
800,95,20,8,3000,879.56
800,95,20,9,3000,871.30
800,95,25,1,3000,859.11
800,95,25,2,3000,924.58
800,95,25,3,3000,947.13
800,95,25,4,3000,948.09
800,95,25,5,3000,948.92
800,95,25,6,3000,939.30
800,95,25,7,3000,927.52
800,95,25,8,3000,914.28
800,95,25,9,3000,897.76
800,95,30,1,3000,905.96
800,95,30,2,3000,982.03
800,95,30,3,3000,1008.15
800,95,30,4,3000,1005.01
800,95,30,5,3000,998.20
800,95,30,6,3000,979.26
800,95,30,7,3000,961.47
800,95,30,8,3000,939.53
800,95,30,9,3000,920.71
800,95,35,1,3000,958.82
800,95,35,2,3000,1045.06
800,95,35,3,3000,1070.92
800,95,35,4,3000,1055.36
800,95,35,5,3000,1040.41
800,95,35,6,3000,1012.16
800,95,35,7,3000,982.15
800,95,35,8,3000,960.10
800,95,35,9,3000,940.01
800,95,40,1,3000,1017.11
800,95,40,2,3000,1115.19
800,95,40,3,3000,1128.92
800,95,40,4,3000,1102.04
800,95,40,5,3000,1073.37
800,95,40,6,3000,1035.21
800,95,40,7,3000,1005.74
800,95,40,8,3000,979.90
800,95,40,9,3000,957.64
800,95,45,1,3000,1077.15
800,95,45,2,3000,1183.73
800,95,45,3,3000,1183.79
800,95,45,4,3000,1142.50
800,95,45,5,3000,1100.29
800,95,45,6,3000,1059.27
800,95,45,7,3000,1026.05
800,95,45,8,3000,998.62
800,95,45,9,3000,974.73
800,95,50,1,3000,1148.97
800,95,50,2,3000,1254.41
800,95,50,3,3000,1238.01
800,95,50,4,3000,1175.76
800,95,50,5,3000,1125.06
800,95,50,6,3000,1081.17
800,95,50,7,3000,1044.52
800,95,50,8,3000,1016.08
800,95,50,9,3000,992.27
800,95,55,1,3000,1224.67
800,95,55,2,3000,1328.18
800,95,55,3,3000,1284.57
800,95,55,4,3000,1204.48
800,95,55,5,3000,1148.51
800,95,55,6,3000,1101.91
800,95,55,7,3000,1064.96
800,95,55,8,3000,1033.32
800,95,55,9,3000,1008.93
800,95,60,1,3000,1307.37
800,95,60,2,3000,1397.75
800,95,60,3,3000,1324.30
800,95,60,4,3000,1231.87
800,95,60,5,3000,1170.69
800,95,60,6,3000,1120.80
800,95,60,7,3000,1081.19
800,95,60,8,3000,1049.01
800,95,60,9,3000,1024.70
800,95,65,1,3000,1398.86
800,95,65,2,3000,1466.32
800,95,65,3,3000,1357.62
800,95,65,4,3000,1259.70
800,95,65,5,3000,1191.72
800,95,65,6,3000,1140.20
800,95,65,7,3000,1098.14
800,95,65,8,3000,1065.47
800,95,65,9,3000,1040.81
800,95,70,1,3000,1503.46
800,95,70,2,3000,1528.82
800,95,70,3,3000,1391.35
800,95,70,4,3000,1283.16
800,95,70,5,3000,1211.03
800,95,70,6,3000,1157.91
800,95,70,7,3000,1114.69
800,95,70,8,3000,1081.45
800,95,70,9,3000,1054.92
800,97,10,1,3000,753.07
800,97,10,2,3000,795.93
800,97,10,3,3000,805.94
800,97,10,4,3000,805.08
800,97,10,5,3000,805.29
800,97,10,6,3000,803.92
800,97,10,7,3000,801.24
800,97,10,8,3000,799.24
800,97,10,9,3000,797.82
800,97,15,1,3000,792.22
800,97,15,2,3000,839.83
800,97,15,3,3000,853.47
800,97,15,4,3000,855.55
800,97,15,5,3000,859.22
800,97,15,6,3000,857.20
800,97,15,7,3000,854.87
800,97,15,8,3000,850.15
800,97,15,9,3000,847.74
800,97,20,1,3000,833.87
800,97,20,2,3000,889.84
800,97,20,3,3000,906.78
800,97,20,4,3000,911.63
800,97,20,5,3000,913.22
800,97,20,6,3000,910.74
800,97,20,7,3000,904.56
800,97,20,8,3000,896.15
800,97,20,9,3000,885.60
800,97,25,1,3000,877.93
800,97,25,2,3000,945.61
800,97,25,3,3000,968.35
800,97,25,4,3000,970.54
800,97,25,5,3000,970.17
800,97,25,6,3000,959.78
800,97,25,7,3000,945.63
800,97,25,8,3000,930.07
800,97,25,9,3000,916.29
800,97,30,1,3000,927.89
800,97,30,2,3000,1004.55
800,97,30,3,3000,1028.36
800,97,30,4,3000,1025.41
800,97,30,5,3000,1018.67
800,97,30,6,3000,1000.33
800,97,30,7,3000,976.95
800,97,30,8,3000,955.37
800,97,30,9,3000,936.23
800,97,35,1,3000,982.37
800,97,35,2,3000,1069.97
800,97,35,3,3000,1091.64
800,97,35,4,3000,1076.80
800,97,35,5,3000,1059.80
800,97,35,6,3000,1031.12
800,97,35,7,3000,1000.10
800,97,35,8,3000,976.45
800,97,35,9,3000,957.40
800,97,40,1,3000,1041.05
800,97,40,2,3000,1142.20
800,97,40,3,3000,1151.76
800,97,40,4,3000,1124.31
800,97,40,5,3000,1094.26
800,97,40,6,3000,1053.99
800,97,40,7,3000,1023.10
800,97,40,8,3000,997.94
800,97,40,9,3000,974.92
800,97,45,1,3000,1107.68
800,97,45,2,3000,1212.90
800,97,45,3,3000,1208.53
800,97,45,4,3000,1165.28
800,97,45,5,3000,1119.52
800,97,45,6,3000,1078.94
800,97,45,7,3000,1043.44
800,97,45,8,3000,1015.03
800,97,45,9,3000,992.93
800,97,50,1,3000,1178.54
800,97,50,2,3000,1285.51
800,97,50,3,3000,1263.61
800,97,50,4,3000,1195.49
800,97,50,5,3000,1144.07
800,97,50,6,3000,1099.32
800,97,50,7,3000,1063.20
800,97,50,8,3000,1034.02
800,97,50,9,3000,1009.42
800,97,55,1,3000,1258.28
800,97,55,2,3000,1360.22
800,97,55,3,3000,1308.77
800,97,55,4,3000,1227.64
800,97,55,5,3000,1168.58
800,97,55,6,3000,1120.80
800,97,55,7,3000,1082.27
800,97,55,8,3000,1051.20
800,97,55,9,3000,1025.42
800,97,60,1,3000,1348.50
800,97,60,2,3000,1429.66
800,97,60,3,3000,1348.48
800,97,60,4,3000,1254.59
800,97,60,5,3000,1191.38
800,97,60,6,3000,1140.31
800,97,60,7,3000,1100.08
800,97,60,8,3000,1068.33
800,97,60,9,3000,1041.64
800,97,65,1,3000,1442.58
800,97,65,2,3000,1500.04
800,97,65,3,3000,1382.07
800,97,65,4,3000,1280.37
800,97,65,5,3000,1212.94
800,97,65,6,3000,1158.96
800,97,65,7,3000,1116.24
800,97,65,8,3000,1083.90
800,97,65,9,3000,1058.01
800,97,70,1,3000,1550.38
800,97,70,2,3000,1561.00
800,97,70,3,3000,1416.61
800,97,70,4,3000,1304.13
800,97,70,5,3000,1232.03
800,97,70,6,3000,1176.40
800,97,70,7,3000,1133.40
800,97,70,8,3000,1100.36
800,97,70,9,3000,1073.54
800,99,10,1,3000,769.42
800,99,10,2,3000,810.78
800,99,10,3,3000,821.21
800,99,10,4,3000,820.09
800,99,10,5,3000,821.77
800,99,10,6,3000,818.42
800,99,10,7,3000,815.91
800,99,10,8,3000,813.89
800,99,10,9,3000,813.07
800,99,15,1,3000,809.20
800,99,15,2,3000,858.01
800,99,15,3,3000,872.68
800,99,15,4,3000,871.65
800,99,15,5,3000,876.30
800,99,15,6,3000,873.91
800,99,15,7,3000,871.09
800,99,15,8,3000,868.13
800,99,15,9,3000,864.16
800,99,20,1,3000,851.36
800,99,20,2,3000,909.55
800,99,20,3,3000,925.94
800,99,20,4,3000,931.03
800,99,20,5,3000,934.14
800,99,20,6,3000,929.74
800,99,20,7,3000,921.72
800,99,20,8,3000,913.65
800,99,20,9,3000,904.00
800,99,25,1,3000,898.79
800,99,25,2,3000,966.12
800,99,25,3,3000,987.54
800,99,25,4,3000,989.63
800,99,25,5,3000,987.02
800,99,25,6,3000,978.58
800,99,25,7,3000,963.97
800,99,25,8,3000,948.13
800,99,25,9,3000,932.96
800,99,30,1,3000,950.38
800,99,30,2,3000,1026.87
800,99,30,3,3000,1051.06
800,99,30,4,3000,1047.85
800,99,30,5,3000,1039.18
800,99,30,6,3000,1016.45
800,99,30,7,3000,995.93
800,99,30,8,3000,971.98
800,99,30,9,3000,953.78
800,99,35,1,3000,1006.29
800,99,35,2,3000,1097.82
800,99,35,3,3000,1115.11
800,99,35,4,3000,1099.46
800,99,35,5,3000,1079.59
800,99,35,6,3000,1048.42
800,99,35,7,3000,1018.80
800,99,35,8,3000,994.56
800,99,35,9,3000,973.97
800,99,40,1,3000,1068.47
800,99,40,2,3000,1165.48
800,99,40,3,3000,1176.50
800,99,40,4,3000,1147.02
800,99,40,5,3000,1113.46
800,99,40,6,3000,1072.94
800,99,40,7,3000,1041.41
800,99,40,8,3000,1013.98
800,99,40,9,3000,991.89
800,99,45,1,3000,1137.96
800,99,45,2,3000,1243.54
800,99,45,3,3000,1237.01
800,99,45,4,3000,1186.89
800,99,45,5,3000,1139.43
800,99,45,6,3000,1096.71
800,99,45,7,3000,1061.74
800,99,45,8,3000,1033.12
800,99,45,9,3000,1009.65
800,99,50,1,3000,1210.64
800,99,50,2,3000,1315.32
800,99,50,3,3000,1287.12
800,99,50,4,3000,1217.47
800,99,50,5,3000,1166.46
800,99,50,6,3000,1118.44
800,99,50,7,3000,1081.56
800,99,50,8,3000,1051.11
800,99,50,9,3000,1027.71
800,99,55,1,3000,1295.69
800,99,55,2,3000,1390.66
800,99,55,3,3000,1333.91
800,99,55,4,3000,1247.36
800,99,55,5,3000,1189.65
800,99,55,6,3000,1139.18
800,99,55,7,3000,1100.52
800,99,55,8,3000,1068.88
800,99,55,9,3000,1044.51
800,99,60,1,3000,1388.81
800,99,60,2,3000,1461.39
800,99,60,3,3000,1372.44
800,99,60,4,3000,1276.21
800,99,60,5,3000,1212.78
800,99,60,6,3000,1159.46
800,99,60,7,3000,1117.97
800,99,60,8,3000,1086.35
800,99,60,9,3000,1060.31
800,99,65,1,3000,1490.49
800,99,65,2,3000,1532.17
800,99,65,3,3000,1405.93
800,99,65,4,3000,1302.10
800,99,65,5,3000,1233.75
800,99,65,6,3000,1177.90
800,99,65,7,3000,1134.85
800,99,65,8,3000,1101.89
800,99,65,9,3000,1075.53
800,99,70,1,3000,1603.71
800,99,70,2,3000,1595.34
800,99,70,3,3000,1440.41
800,99,70,4,3000,1325.22
800,99,70,5,3000,1254.04
800,99,70,6,3000,1195.68
800,99,70,7,3000,1152.28
800,99,70,8,3000,1118.93
800,99,70,9,3000,1091.88
850,89,10,1,3000,711.93
850,89,10,2,3000,755.47
